Organization_Site,Country,Data_type,Data_level,Age_range_low,Age_range_high,Numerator,Denominator,Percent,Estimates,TB Type,Gender,Population,CDR,Comments,Data_Year_Min,Data_Year_Max,Data_source
South Africa,South Africa,TB incidence,National,65,100,"4,879","776,911",0.0063,,"Definite (e.g., culture positive)",Male only,Community,,,2006,2006,"
?Nanoo 2015 Nationwide and regional incidence of microbiologically confirmed pulmonary tuberculosis in South Africa, 2004-12: a time series analysis
?"
South Africa,South Africa,TB incidence,National,45,64,"46,531","3,235,814",0.0144,,"Definite (e.g., culture positive)",Male only,Community,,,2007,2007,"
?Nanoo 2015 Nationwide and regional incidence of microbiologically confirmed pulmonary tuberculosis in South Africa, 2004-12: a time series analysis
?"
South Africa,South Africa,TB incidence,National,65,100,"5,189","800,772",0.0065,,"Definite (e.g., culture positive)",Male only,Community,,,2007,2007,"
?Nanoo 2015 Nationwide and regional incidence of microbiologically confirmed pulmonary tuberculosis in South Africa, 2004-12: a time series analysis
?"
South Africa,South Africa,TB incidence,National,45,64,"49,381","3,327,561",0.0148,,"Definite (e.g., culture positive)",Male only,Community,,,2008,2008,"
?Nanoo 2015 Nationwide and regional incidence of microbiologically confirmed pulmonary tuberculosis in South Africa, 2004-12: a time series analysis
?"
South Africa,South Africa,TB incidence,National,65,100,"5,646","825,439",0.0068,,"Definite (e.g., culture positive)",Male only,Community,,,2008,2008,"
?Nanoo 2015 Nationwide and regional incidence of microbiologically confirmed pulmonary tuberculosis in South Africa, 2004-12: a time series analysis
?"
South Africa,South Africa,TB incidence,National,45,64,"49,760","3,417,582",0.0146,,"Definite (e.g., culture positive)",Male only,Community,,,2009,2009,"
?Nanoo 2015 Nationwide and regional incidence of microbiologically confirmed pulmonary tuberculosis in South Africa, 2004-12: a time series analysis
?"
South Africa,South Africa,TB incidence,National,65,100,"5,670","850,075",0.0067,,"Definite (e.g., culture positive)",Male only,Community,,,2009,2009,"
?Nanoo 2015 Nationwide and regional incidence of microbiologically confirmed pulmonary tuberculosis in South Africa, 2004-12: a time series analysis
?"
South Africa,South Africa,TB incidence,National,45,64,"47,957","3,508,193",0.0137,,"Definite (e.g., culture positive)",Male only,Community,,,2010,2010,"
?Nanoo 2015 Nationwide and regional incidence of microbiologically confirmed pulmonary tuberculosis in South Africa, 2004-12: a time series analysis
?"
South Africa,South Africa,TB incidence,National,65,100,"5,601","875,156",0.0064,,"Definite (e.g., culture positive)",Male only,Community,,,2010,2010,"
?Nanoo 2015 Nationwide and regional incidence of microbiologically confirmed pulmonary tuberculosis in South Africa, 2004-12: a time series analysis
?"
South Africa,South Africa,TB incidence,National,45,64,"47,276","3,595,133",0.0132,,"Definite (e.g., culture positive)",Male only,Community,,,2011,2011,"
?Nanoo 2015 Nationwide and regional incidence of microbiologically confirmed pulmonary tuberculosis in South Africa, 2004-12: a time series analysis
?"
South Africa,South Africa,TB incidence,National,65,100,"5,552","904,235",0.0061,,"Definite (e.g., culture positive)",Male only,Community,,,2011,2011,"
?Nanoo 2015 Nationwide and regional incidence of microbiologically confirmed pulmonary tuberculosis in South Africa, 2004-12: a time series analysis
?"
South Africa,South Africa,TB incidence,National,45,64,"45,302","3,683,089",0.0123,,"Definite (e.g., culture positive)",Male only,Community,,,2012,2012,"
?Nanoo 2015 Nationwide and regional incidence of microbiologically confirmed pulmonary tuberculosis in South Africa, 2004-12: a time series analysis
?"
South Africa,South Africa,TB incidence,National,65,100,"5,549","937,331",0.0059,,"Definite (e.g., culture positive)",Male only,Community,,,2012,2012,"
?Nanoo 2015 Nationwide and regional incidence of microbiologically confirmed pulmonary tuberculosis in South Africa, 2004-12: a time series analysis
?"
South Africa,South Africa,TB incidence,National,45,64,"16,020","3,482,609",0.0046,,"Definite (e.g., culture positive)",Female only,Community,,,2004,2004,"
?Nanoo 2015 Nationwide and regional incidence of microbiologically confirmed pulmonary tuberculosis in South Africa, 2004-12: a time series analysis
?"
South Africa,South Africa,TB incidence,National,65,100,"2,484","1,287,047",0.0019,,"Definite (e.g., culture positive)",Female only,Community,,,2004,2004,"
?Nanoo 2015 Nationwide and regional incidence of microbiologically confirmed pulmonary tuberculosis in South Africa, 2004-12: a time series analysis
?"
South Africa,South Africa,TB incidence,National,45,64,"19,530","3,590,074",0.0054,,"Definite (e.g., culture positive)",Female only,Community,,,2005,2005,"
?Nanoo 2015 Nationwide and regional incidence of microbiologically confirmed pulmonary tuberculosis in South Africa, 2004-12: a time series analysis
?"
South Africa,South Africa,TB incidence,National,65,100,"3,088","1,331,035",0.0023,,"Definite (e.g., culture positive)",Female only,Community,,,2005,2005,"
?Nanoo 2015 Nationwide and regional incidence of microbiologically confirmed pulmonary tuberculosis in South Africa, 2004-12: a time series analysis
?"
South Africa,South Africa,TB incidence,National,45,64,"23,612","3,695,149",0.0064,,"Definite (e.g., culture positive)",Female only,Community,,,2006,2006,"
?Nanoo 2015 Nationwide and regional incidence of microbiologically confirmed pulmonary tuberculosis in South Africa, 2004-12: a time series analysis
?"
South Africa,South Africa,TB incidence,National,65,100,"3,705","1,382,463",0.0027,,"Definite (e.g., culture positive)",Female only,Community,,,2006,2006,"
?Nanoo 2015 Nationwide and regional incidence of microbiologically confirmed pulmonary tuberculosis in South Africa, 2004-12: a time series analysis
?"
South Africa,South Africa,TB incidence,National,45,64,"25,315","3,806,767",0.0067,,"Definite (e.g., culture positive)",Female only,Community,,,2007,2007,"
?Nanoo 2015 Nationwide and regional incidence of microbiologically confirmed pulmonary tuberculosis in South Africa, 2004-12: a time series analysis
?"
South Africa,South Africa,TB incidence,National,65,100,"3,942","1,428,261",0.0028,,"Definite (e.g., culture positive)",Female only,Community,,,2007,2007,"
?Nanoo 2015 Nationwide and regional incidence of microbiologically confirmed pulmonary tuberculosis in South Africa, 2004-12: a time series analysis
?"
South Africa,South Africa,TB incidence,National,45,64,"28,212","3,912,899",0.0072,,"Definite (e.g., culture positive)",Female only,Community,,,2008,2008,"
?Nanoo 2015 Nationwide and regional incidence of microbiologically confirmed pulmonary tuberculosis in South Africa, 2004-12: a time series analysis
?"
South Africa,South Africa,TB incidence,National,65,100,"4,463","1,477,815",0.0030,,"Definite (e.g., culture positive)",Female only,Community,,,2008,2008,"
?Nanoo 2015 Nationwide and regional incidence of microbiologically confirmed pulmonary tuberculosis in South Africa, 2004-12: a time series analysis
?"
South Africa,South Africa,TB incidence,National,45,64,"28,620","4,019,663",0.0071,,"Definite (e.g., culture positive)",Female only,Community,,,2009,2009,"
?Nanoo 2015 Nationwide and regional incidence of microbiologically confirmed pulmonary tuberculosis in South Africa, 2004-12: a time series analysis
?"
South Africa,South Africa,TB incidence,National,65,100,"4,803","1,529,618",0.0031,,"Definite (e.g., culture positive)",Female only,Community,,,2009,2009,"
?Nanoo 2015 Nationwide and regional incidence of microbiologically confirmed pulmonary tuberculosis in South Africa, 2004-12: a time series analysis
?"
South Africa,South Africa,TB incidence,National,45,64,"28,538","4,118,038",0.0069,,"Definite (e.g., culture positive)",Female only,Community,,,2010,2010,"
?Nanoo 2015 Nationwide and regional incidence of microbiologically confirmed pulmonary tuberculosis in South Africa, 2004-12: a time series analysis
?"
South Africa,South Africa,TB incidence,National,65,100,"4,953","1,582,428",0.0031,,"Definite (e.g., culture positive)",Female only,Community,,,2010,2010,"
?Nanoo 2015 Nationwide and regional incidence of microbiologically confirmed pulmonary tuberculosis in South Africa, 2004-12: a time series analysis
?"
South Africa,South Africa,TB incidence,National,45,64,"28,180","4,218,563",0.0067,,"Definite (e.g., culture positive)",Female only,Community,,,2011,2011,"
?Nanoo 2015 Nationwide and regional incidence of microbiologically confirmed pulmonary tuberculosis in South Africa, 2004-12: a time series analysis
?"
South Africa,South Africa,TB incidence,National,65,100,"4,955","1,640,729",0.0030,,"Definite (e.g., culture positive)",Female only,Community,,,2011,2011,"
?Nanoo 2015 Nationwide and regional incidence of microbiologically confirmed pulmonary tuberculosis in South Africa, 2004-12: a time series analysis
?"
South Africa,South Africa,TB incidence,National,45,64,"25,549","4,308,432",0.0059,,"Definite (e.g., culture positive)",Female only,Community,,,2012,2012,"
?Nanoo 2015 Nationwide and regional incidence of microbiologically confirmed pulmonary tuberculosis in South Africa, 2004-12: a time series analysis
?"
South Africa,South Africa,TB incidence,National,65,100,"4,776","1,699,644",0.0028,,"Definite (e.g., culture positive)",Female only,Community,,,2012,2012,"
?Nanoo 2015 Nationwide and regional incidence of microbiologically confirmed pulmonary tuberculosis in South Africa, 2004-12: a time series analysis
?"
Botswana,Botswana,TB incidence,National,0,4,252,"160,351",0.0016,Denominator estimated from percent and numerator,Registered/notified,Male only,Community,70%,"
?",2009,2009,"
?CTU of Gaborone/Molepole site presentation"
Botswana,Botswana,TB incidence,National,0,4,205,"160,351",0.0000,Denominator estimated from percent and numerator,Registered/notified,Female only,Community,70%,"
   ",2009,2009,"
?CTU of Gaborone/Molepole site presentation"
Botswana,Botswana,TB incidence,National,5,14,227,"159,935",0.0014,Denominator estimated from percent and numerator,Registered/notified,Male only,Community,70%,"
  ",2009,2009,"
CTU of Gaborone/Molepole site presentation?"
Botswana,Botswana,TB incidence,National,5,14,264,"159,935",0.0017,Denominator estimated from percent and numerator,Registered/notified,Female only,Community,70%,"
  ",2009,2009,"
CTU of Gaborone/Molepole site presentation?"
Botswana,Botswana,TB incidence,National,15,24,548,"160,051",0.0034,Denominator estimated from percent and numerator,Registered/notified,Male only,Community,70%,"
  ",2009,2009,"
?CTU of Gaborone/Molepole site presentation"
Botswana,Botswana,TB incidence,National,15,24,726,"160,051",0.0045,Denominator estimated from percent and numerator,Registered/notified,Female only,Community,70%,"
  ",2009,2009,"
CTU of Gaborone/Molepole site presentation?"
Botswana,Botswana,TB incidence,National,25,34,"1,417","160,035",0.0089,Denominator estimated from percent and numerator,Registered/notified,Male only,Community,70%,"
?",2009,2009,"
CTU of Gaborone/Molepole site presentation?"
Botswana,Botswana,TB incidence,National,25,34,"1,398","160,035",0.0087,Denominator estimated from percent and numerator,Registered/notified,Female only,Community,70%,"
  ",2009,2009,"
CTU of Gaborone/Molepole site presentation?"
Botswana,Botswana,TB incidence,National,35,44,"1,372","160,015",0.0086,Denominator estimated from percent and numerator,Registered/notified,Male only,Community,70%,"
  ",2009,2009,"
CTU of Gaborone/Molepole site presentation?"
Botswana,Botswana,TB incidence,National,35,44,849,"160,015",0.0053,Denominator estimated from percent and numerator,Registered/notified,Female only,Community,70%,"
  ",2009,2009,"
CTU of Gaborone/Molepole site presentation?"
Botswana,Botswana,TB incidence,National,45,54,853,"160,152",0.0053,Denominator estimated from percent and numerator,Registered/notified,Male only,Community,70%,"
  ",2009,2009,"
?CTU of Gaborone/Molepole site presentation"
Botswana,Botswana,TB incidence,National,45,54,417,"160,152",0.0026,Denominator estimated from percent and numerator,Registered/notified,Female only,Community,70%,"
  ",2009,2009,"
CTU of Gaborone/Molepole site presentation?"
Botswana,Botswana,TB incidence,National,55,64,434,"160,052",0.0027,Numerator estimated from percent and denominator,Registered/notified,Male only,Community,70%,"
  ",2009,2009,"
CTU of Gaborone/Molepole site presentation"
Botswana,Botswana,TB incidence,National,55,64,187,"160,052",0.0012,Denominator estimated from percent and numerator,Registered/notified,Female only,Community,70%,"
  ",2009,2009,"
?CTU of Gaborone/Molepole site presentation"
Botswana,Botswana,TB incidence,National,65,100,358,"159,753",0.0022,Denominator estimated from percent and numerator,Registered/notified,Male only,Community,70%,"
  ",2009,2009,"
CTU of Gaborone/Molepole site presentation?"
Botswana,Botswana,TB incidence,National,65,100,158,"159,753",0.0010,Denominator estimated from percent and numerator,Registered/notified,Female only,Community,70%,"
  ",2009,2009,"
CTU of Gaborone/Molepole site presentation?"
Nigeria,Nigeria,TB incidence,National,0,100,"209,207","159,700,000",0.0013,,SS+,Both,Community,42%,"
  ",2010,2010,"
?Nigerian Institute of Medical Research PQV"
Kenya,Kenya,TB incidence,National,0,100,196,"101,292",0.0019,,SS+,Both,Community,,"
  ",2010,2010,"
KEMRI (Siaya) PQV?"
Kenya,Kenya,TB incidence,National,0,100,195,"101,292",0.0019,,SS+,Both,Community,,"
  ",2011,2011,"
KEMRI (Siaya) PQV?"
Nigeria,Nigeria,TB incidence - drug resistant,National,0,100,"3,034,300","159,700,000",0.0190,,,Both,TB patients (incident cases),,,2010,2010,"
?Nigerian Institute of Medical Research PQV"
Mongolia,Mongolia,TB incidence - drug resistant,National,0,100,"2,250","3,000,000",0.0008,,,Both,Community,,"
?17% of MDR-TB are new cases",2013,2013,"
?Claudia Dobler's AUSAID proposal?"
